NP Entry ID,Study ID,DOI,Title,Year,Core NP Material,Surface Modification,Modification Type,Modification Charge,NP Type,NP Sub-Type,Lipid Core Molar Ratio,NP Shape,Size Method,HD Solvent,Size (nm),Size Group,Zeta Potential Solvent,Zeta Potential (mV),Zeta Potential Group,Zeta Potential Charge,PDI,PDI Group,Incubation Protein Source,Incubation Media Additives,Incubation Media,Incubation Protein Concentration (%-v/v),Plasma Concentation Group,NP Solution Concentration,NP Solution Concentration Units,Dispersion medium Volume (µL),Final NP Incubation Mass (mg),Mass Group,Incubation time (min),Incubation time Group,Shaking or AgitationDuring Incubation,Incubation Temp (°C),NP-PC Isolation Method,Extraction Centrifugation Speed (xg),Isolation Temperature (°C),Extraction Centrifugation Time (min),Number of Washing Steps,Exposure type,Species,Protein Composition Units,No Proteins Identified,Protein Entry No,Study ID,APOE,APOB,CO3,CLUS
A248,A17,https://doi.org/10.1038/nnano.2013.237,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,COOH,Carboxylic Acids,Negative,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,180,>150,Human Plasma,-28,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,0.5,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,4,A248,A17,6971,79646,61145,5285
A249,A17,https://doi.org/10.1038/nnano.2013.238,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,COOH,Carboxylic Acids,Negative,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,180,>150,Human Plasma,-28,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,2,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,4,A249,A17,5922,72147,61824,3825
A250,A17,https://doi.org/10.1038/nnano.2013.239,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,COOH,Carboxylic Acids,Negative,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,180,>150,Human Plasma,-28,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,5,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,4,A250,A17,7274,72166,49807,6213
A251,A17,https://doi.org/10.1038/nnano.2013.240,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,COOH,Carboxylic Acids,Negative,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,180,>150,Human Plasma,-28,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,15,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,4,A251,A17,10030,84369,44944,6585
A252,A17,https://doi.org/10.1038/nnano.2013.241,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,COOH,Carboxylic Acids,Negative,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,180,>150,Human Plasma,-28,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,30,30~60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,4,A252,A17,10543,67900,48168,7368
A253,A17,https://doi.org/10.1038/nnano.2013.242,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,COOH,Carboxylic Acids,Negative,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,180,>150,Human Plasma,-28,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,60,30~60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,4,A253,A17,10897,83938,43309,7325
A254,A17,https://doi.org/10.1038/nnano.2013.243,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,COOH,Carboxylic Acids,Negative,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,180,>150,Human Plasma,-28,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,120,>60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,4,A254,A17,11634,70419,36083,8194
A255,A17,https://doi.org/10.1038/nnano.2013.244,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,COOH,Carboxylic Acids,Negative,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,180,>150,Human Plasma,-28,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,240,>60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,4,A255,A17,10675,83157,35829,8990
A256,A17,https://doi.org/10.1038/nnano.2013.245,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,COOH,Carboxylic Acids,Negative,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,180,>150,Human Plasma,-28,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,480,>60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,4,A256,A17,11417,88186,33961,8532
A257,A17,https://doi.org/10.1038/nnano.2013.246,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,158,>150,Human Plasma,-21,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,0.5,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,4,A257,A17,7423,82636,49914,5337
A258,A17,https://doi.org/10.1038/nnano.2013.247,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,158,>150,Human Plasma,-21,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,2,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,4,A258,A17,7886,64023,66953,5307
A259,A17,https://doi.org/10.1038/nnano.2013.248,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,158,>150,Human Plasma,-21,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,5,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,4,A259,A17,7887,63602,65887,4144
A260,A17,https://doi.org/10.1038/nnano.2013.249,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,158,>150,Human Plasma,-21,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,15,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,4,A260,A17,9390,75155,42679,5075
A261,A17,https://doi.org/10.1038/nnano.2013.250,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,158,>150,Human Plasma,-21,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,30,30~60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,4,A261,A17,9670,84544,34976,4017
A262,A17,https://doi.org/10.1038/nnano.2013.251,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,158,>150,Human Plasma,-21,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,60,30~60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,4,A262,A17,13111,98068,31606,5686
A263,A17,https://doi.org/10.1038/nnano.2013.252,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,158,>150,Human Plasma,-21,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,120,>60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,4,A263,A17,13443,101294,30812,8107
A264,A17,https://doi.org/10.1038/nnano.2013.253,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,158,>150,Human Plasma,-21,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,240,>60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,4,A264,A17,12330,99463,31149,7594
A265,A17,https://doi.org/10.1038/nnano.2013.254,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,158,>150,Human Plasma,-21,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,480,>60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,4,A265,A17,13746,96776,21822,8779
A284,A23,https://doi.org/10.1021/nn201950e,Nanoparticle Size Is a Critical Physicochemical Determinant of the Human Blood Plasma Corona: A Comprehensive Quantitative Proteomic Analysis,2011,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,TEM,N/A,9.6,<50,PBS,-11,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,mL/m^2 (total particle-surface area to plasma concentration ),500,Not Reported,Not Reported,60,30~60,N,4,Centrifugation,12000,4,10,3,in vitro,Human,ppm,4,A284,A23,848,3388,599,2764
A285,A23,https://doi.org/10.1021/nn201950e,Nanoparticle Size Is a Critical Physicochemical Determinant of the Human Blood Plasma Corona: A Comprehensive Quantitative Proteomic Analysis,2011,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,TEM,N/A,15.7,<50,PBS,-25,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,mL/m^2,500,Not Reported,Not Reported,60,30~60,N,4,Centrifugation,12000,4,10,3,in vitro,Human,ppm,4,A285,A23,3574,30875,84374,15300
A286,A23,https://doi.org/10.1021/nn201950e,Nanoparticle Size Is a Critical Physicochemical Determinant of the Human Blood Plasma Corona: A Comprehensive Quantitative Proteomic Analysis,2011,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,TEM,N/A,54.9,50~100,PBS,-32,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,mL/m^2,500,Not Reported,Not Reported,60,30~60,N,4,Centrifugation,12000,4,10,3,in vitro,Human,ppm,4,A286,A23,12741,65680,45778,10791
A287,A23,https://doi.org/10.1021/nn201950e,Nanoparticle Size Is a Critical Physicochemical Determinant of the Human Blood Plasma Corona: A Comprehensive Quantitative Proteomic Analysis,2011,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,PBS,12.5,<50,PBS,-11,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,mL/m^2,500,Not Reported,Not Reported,60,30~60,N,4,Centrifugation,12000,4,10,3,in vitro,Human,ppm,4,A287,A23,848,3388,599,2764
A288,A23,https://doi.org/10.1021/nn201950e,Nanoparticle Size Is a Critical Physicochemical Determinant of the Human Blood Plasma Corona: A Comprehensive Quantitative Proteomic Analysis,2011,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,PBS,17.6,<50,PBS,-25,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,mL/m^2,500,Not Reported,Not Reported,60,30~60,N,4,Centrifugation,12000,4,10,3,in vitro,Human,ppm,4,A288,A23,3574,30875,84374,15300
A289,A23,https://doi.org/10.1021/nn201950e,Nanoparticle Size Is a Critical Physicochemical Determinant of the Human Blood Plasma Corona: A Comprehensive Quantitative Proteomic Analysis,2011,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,PBS,71.3,50~100,PBS,-32,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,5.55,mL/m^2,500,Not Reported,Not Reported,60,30~60,N,4,Centrifugation,12000,4,10,3,in vitro,Human,ppm,4,A289,A23,12741,65680,45778,10791
A290,A24,https://doi.org/10.1002/adbi.201800221,Effect of Glucose on Liposome–Plasma Protein Interactions: Relevance for the Physiological Response of Clinically Approved Liposomal Formulations,2018,HSPC-Chol,DPSE-MPEG,Lipid,Neutral,Organic,Lipid,56.2:38.5:5.3,Sphere,DLS,DI-H2O,109.2,100~150,DI-H2O,-24,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,50,50~100,50,%-v-v,Not Reported,Not Reported,Not Reported,1,<30,N,37,Centrifugation,14000,Not Reported,15,3,in vitro,Human,%-RPA,1,A290,A24,1.9,0,0,0
A291,A24,https://doi.org/10.1002/adbi.201800221,Effect of Glucose on Liposome–Plasma Protein Interactions: Relevance for the Physiological Response of Clinically Approved Liposomal Formulations,2018,HSPC-Chol,DPSE-MPEG,Lipid,Neutral,Organic,Lipid,56.2:38.5:5.3,Sphere,DLS,DI-H2O,102.5,100~150,DI-H2O,-23.9,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,Glucose,N/A,50,50~100,50,%-v-v,Not Reported,Not Reported,Not Reported,1,<30,N,37,Centrifugation,14000,Not Reported,15,3,in vitro,Human,%-RPA,2,A291,A24,2.1,0,1.4,0
A292,A24,https://doi.org/10.1002/adbi.201800221,Effect of Glucose on Liposome–Plasma Protein Interactions: Relevance for the Physiological Response of Clinically Approved Liposomal Formulations,2018,HSPC-Chol,DPSE-MPEG,Lipid,Neutral,Organic,Lipid,56.2:38.5:5.3,Sphere,DLS,DI-H2O,106,100~150,DI-H2O,-23.5,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,Glucose,N/A,50,50~100,50,%-v-v,Not Reported,Not Reported,Not Reported,1,<30,N,37,Centrifugation,14000,Not Reported,15,3,in vitro,Human,%-RPA,1,A292,A24,1.9,0,0,0
A293,A24,https://doi.org/10.1002/adbi.201800221,Effect of Glucose on Liposome–Plasma Protein Interactions: Relevance for the Physiological Response of Clinically Approved Liposomal Formulations,2018,DSPC-Chol,DSPE-MPEG,Lipid,Neutral,Organic,Lipid,215:143:1,Sphere,DLS,DI-H2O,171.2,>150,DI-H2O,-16.8,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,50,50~100,50,%-v-v,Not Reported,Not Reported,Not Reported,1,<30,N,37,Centrifugation,14000,Not Reported,15,3,in vitro,Human,%-RPA,2,A293,A24,1.8,0,1.1,0
A294,A24,https://doi.org/10.1002/adbi.201800221,Effect of Glucose on Liposome–Plasma Protein Interactions: Relevance for the Physiological Response of Clinically Approved Liposomal Formulations,2018,DSPC-Chol,DSPE-MPEG,Lipid,Neutral,Organic,Lipid,215:143:1,Sphere,DLS,DI-H2O,174.1,>150,DI-H2O,-16.9,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,Glucose,N/A,50,50~100,50,%-v-v,Not Reported,Not Reported,Not Reported,1,<30,N,37,Centrifugation,14000,Not Reported,15,3,in vitro,Human,%-RPA,1,A294,A24,1.5,0,0,0
A295,A24,https://doi.org/10.1002/adbi.201800221,Effect of Glucose on Liposome–Plasma Protein Interactions: Relevance for the Physiological Response of Clinically Approved Liposomal Formulations,2018,DSPC-Chol,DSPE-MPEG,Lipid,Neutral,Organic,Lipid,215:143:1,Sphere,DLS,DI-H2O,155.8,>150,DI-H2O,-10.6,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,Glucose,N/A,50,50~100,50,%-v-v,Not Reported,Not Reported,Not Reported,1,<30,N,37,Centrifugation,14000,Not Reported,15,3,in vitro,Human,%-RPA,2,A295,A24,1.5,0,1.1,0
A296,A25,https://doi.org/10.1021/la401192x,Time Evolution of Nanoparticle–Protein Corona in Human Plasma: Relevance for Targeted Drug Delivery,2013,DC-Chol,DOPE,Lipid,Neutral,Organic,Lipid,0:1:2,Sphere,DLS,Human Plasma,250,>150,Human Plasma,-14,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,50,%-v-v,Not Reported,Not Reported,Not Reported,1,<30,N,37,Centrifugation,14000,Not Reported,15,3,in vitro,Human,%-RPA,4,A296,A25,1.698886657,0.076371342,0.382055815,0.558032418
A297,A25,https://doi.org/10.1021/la401192x,Time Evolution of Nanoparticle–Protein Corona in Human Plasma: Relevance for Targeted Drug Delivery,2013,DC-Chol,DOPE,Lipid,Neutral,Organic,Lipid,0:1:2,Sphere,DLS,Human Plasma,450,>150,Human Plasma,-14,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,50,%-v-v,Not Reported,Not Reported,Not Reported,30,30~60,N,37,Centrifugation,14000,Not Reported,15,3,in vitro,Human,%-RPA,4,A297,A25,1.848981555,0.071315821,0.287378536,0.515165287
A298,A25,https://doi.org/10.1021/la401192x,Time Evolution of Nanoparticle–Protein Corona in Human Plasma: Relevance for Targeted Drug Delivery,2013,DC-Chol,DOPE,Lipid,Neutral,Organic,Lipid,1:2,Sphere,DLS,Human Plasma,470,>150,Human Plasma,-12,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,50,%-v-v,Not Reported,Not Reported,Not Reported,60,30~60,N,37,Centrifugation,14000,Not Reported,15,3,in vitro,Human,%-RPA,4,A298,A25,2.131817924,0.089477599,0.352124975,0.64406029
A299,A26,https://doi.org/10.1080/17435390.2017.1314036,"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",2017,Au,Polyethyleneimine,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,TEM,N/A,39.7,<50,DI-H2O,63.1,>+50,Positive,Not Reported,Not Reported,Human Plasma,None,PBS,55,50~100,250,µg/mL,Not Reported,Not Reported,Not Reported,1440,>60,Y,37,Centrifugation,20000,20,30,Not Reported,in vitro,Human,%-RPA,3,A299,A26,1.898746214,0,0.366807396,0.951066555
A300,A26,https://doi.org/10.1080/17435390.2017.1314036,"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",2017,Au,Polyethyleneimine,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,TEM,N/A,82.3,50~100,DI-H2O,69.3,>+50,Positive,Not Reported,Not Reported,Human Plasma,None,PBS,55,50~100,250,µg/mL,Not Reported,Not Reported,Not Reported,1440,>60,Y,37,Centrifugation,20000,20,30,Not Reported,in vitro,Human,%-RPA,3,A300,A26,1.008152346,0,0.259678543,1.041511599
A301,A26,https://doi.org/10.1080/17435390.2017.1314036,"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",2017,Au,Lipoic Acid,Alkylthiols,Positive,Inorganic,Metal,N/A,Sphere,TEM,N/A,40.2,<50,DI-H2O,-73.3,<-50,Negative,Not Reported,Not Reported,Human Plasma,None,PBS,55,50~100,250,µg/mL,Not Reported,Not Reported,Not Reported,1440,>60,Y,37,Centrifugation,20000,20,30,Not Reported,in vitro,Human,%-RPA,3,A301,A26,0.988465103,0,0.190955646,1.069800196
A302,A26,https://doi.org/10.1080/17435390.2017.1314036,"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",2017,Au,Lipoic Acid,Alkylthiols,Positive,Inorganic,Metal,N/A,Sphere,TEM,N/A,81.8,50~100,DI-H2O,-43.9,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,PBS,55,50~100,250,µg/mL,Not Reported,Not Reported,Not Reported,1440,>60,Y,37,Centrifugation,20000,20,30,Not Reported,in vitro,Human,%-RPA,3,A302,A26,1.105280656,0,0.379595632,1.184144719
A303,A26,https://doi.org/10.1080/17435390.2017.1314036,"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",2017,Au,PEG,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,TEM,N/A,41.5,<50,DI-H2O,-10.8,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,PBS,55,50~100,250,µg/mL,Not Reported,Not Reported,Not Reported,1440,>60,Y,37,Centrifugation,20000,20,30,Not Reported,in vitro,Human,%-RPA,3,A303,A26,1.211841945,0,0.156072319,0.834627456
A304,A26,https://doi.org/10.1080/17435390.2017.1314036,"Surface chemistry of gold nanoparticles determines the biocorona composition impacting cellular uptake, toxicity and gene expression profiles in human endothelial cells",2017,Au,PEG,Polymeric,Neutral,Inorganic,Metal,N/A,Sphere,TEM,N/A,81.7,50~100,DI-H2O,-12.8,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,PBS,55,50~100,250,µg/mL,Not Reported,Not Reported,Not Reported,60,30~60,Y,37,Centrifugation,20000,20,30,Not Reported,in vitro,Human,%-RPA,3,A304,A26,1.408861658,0,0.136084768,1.29376016
A305,A27,https://doi.org/10.1021/ja107583h,Physical-Chemical Aspects of Protein Corona: Relevance to in Vitro and in Vivo Biological Impacts of Nanoparticles,2011,Latex,PS-Sulfonate,Polymeric,Negative,Organic,Latex,N/A,Sphere,DLS,PBS,244.5,>150,PBS,-43.4,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,PBS,10,<50,1.25,mg/mL,Not Reported,Not Reported,Not Reported,60,30~60,N,0,Centrifugation,Not Reported,4,3,3,in vitro,Human,%-RPA,3,A305,A27,0.559,0,0.88,0.752
A306,A27,https://doi.org/10.1021/ja107583h,Physical-Chemical Aspects of Protein Corona: Relevance to in Vitro and in Vivo Biological Impacts of Nanoparticles,2011,Latex,PS-Sulfonate,Polymeric,Negative,Organic,Latex,N/A,Sphere,DLS,PBS,255.5,>150,PBS,-43.4,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,PBS,55,50~100,1.25,mg/mL,Not Reported,Not Reported,Not Reported,60,30~60,N,0,Centrifugation,Not Reported,4,3,3,in vitro,Human,%-RPA,3,A306,A27,0.173,0,0.52,0.731
